Word	Category	WordClass	TranslationEng	TranslationEpo	Do not remove (Proofreading)	Tags	SearchTermsEng	TransNote	LexiliAsel	Hyphenation	Synonyms	Antonyms	slug_mod	OfficialWord	TranslationSpa	TranslationDeu	TranslationFra	TranslationRus	TranslationZho	TranslationHin	TranslationAra	Etymological support	
krater	root	b	n: crater	s: kratero		geografi			Englisa (crater), Espanisa (cráter), Fransesa (cratère), Rusisa (кратер “krater”), Doycisa (Krater), Pilipinasa (krater), Niponsa (クレーター “kureta”), Turkisa (krater), Koreasa (크레이터 “kureyto”)					TRUE	s: cráter	Krater	n: cratère	кратер	名: 火山口, 陨石坑	सं: ज्वालामुखी मुख, गड्ढा	اسم: فُوَّهَة، حُفْرَة بُرْكَانِيَّة		
kravata	root	b	n: tie, necktie	s: kravato		labas			Fransesa (cravate), Espanisa (corbata), Doycisa (Kravatte), Pilipinasa (kurbata), Arabisa (كَرَافَتَة “karafata”), Turkisa (kravat), Vyetnamsa (cà vạt), Parsisa (کراوات “kerâvât”)					TRUE	s: corbata		n: cravate		名: 领带	सं: नेकटाई, टाई	اسم: رِبَاط عُنُق، كَرَافَتَّة		
kraw	root	b	n: crow, raven, _Corvus_	s: korvo		piu, kwasilexi			Englisa (crow), Doycisa (Krähe), Indonesisa (gagak), Hindi (कौआ “kawa”, काक “kak”), Telugusa (కాకము “kakamu”), Vyetnamsa (quạ), Parsisa (کلاغ “kalâğ”), Turkisa (karga). kwasilexi - Englisa (caw caw), Doycisa (krah krah), Indonesisa (kaa kaa, kak kak), Vyetnamsa (quạ quạ), Rusisa (кар-кар “kar-kar”), Espanisa (cuaa cuaaa), Fransesa (crôa crôa), Parsisa (قارقار “qār-qār”), Niponsa (カアカア “kaa kaa”), Koreasa (까악까악 “kkaak kkaak”)					TRUE	s: cuervo	Krähe	n: corbeau	ворона	名: 乌鸦	सं: कौवा	اسم: غُرَاب		
kreaabilya	derived	b	n: creativity	s: kreiveco	Fixed typo: 'krepoveco' → removed (nonsense); kept 'kreiveco'				krea + abil + -ya					FALSE	s: creatividad		n: créativité		名: 创造力, 创意	सं: रचनात्मकता, सृजनशीलता	اسم: إِبْدَاع، ابْتِكَار		
kreaxey	derived	b	n: creation (_countable_)	s: kreaĵo					krea + -xey					FALSE	s: creación		n: création (_dénombrable_)		名: 创造物, 作品	सं: रचना, कृति	اسم: مُبْتَكَر، مَخْلُوق		
kreayen	derived	b	n: creator, author	s: kreanto, kreinto					krea + -yen					FALSE	s: creador, autor		n: créateur, auteur		名: 创造者, 作者	सं: रचयिता, सृजनकर्ता	اسم: مُبْدِع، مُؤَلِّف، خَالِق		
kreditokarta	derived	b	n: credit card	s: kreditkarto					kredito + karta					FALSE	s: tarjeta de crédito	Kreditkarte	n: carte de crédit		名: 信用卡	सं: क्रेडिट कार्ड	اسم: بِطَاقَة اِئْتِمَان		
krema	root	b	n: cream, paste	s: kremo, pasto		kokiarte		kompara: krimu	Englisa (cream), Fransesa (crème), Espanisa (crema), Indonesisa (krim), Niponsa (クレーム “kurēmu”), Koreasa (크림 “keurim”), Vyetnamsa (kem)					TRUE	s: crema, pasta		n: crème, pâte		名: 奶油, 面糊	सं: क्रीम, लेप	اسم: كْرِيم، قِشْدَة، عَجِينَة		
kren	root	b	n: crane (_animal_)	s: gruo		piu			Englisa (crane), Rusisa (кран “kran”), Doycisa (Kran), Indonesisa (kran), Pilipinasa (kreyn), Hindi (क्रेन “kren”), Niponsa (クレーン “kurein”), Telugusa (క్రేన్ “kren”), Koreasa (크레인 “kurein”)					TRUE	s: grulla		n: grue (_oiseau_)		名: 鹤	सं: सारस	اسم: كَرَكِيّ		
krenberi	derived	b	n: cranberry, _Oxycoccus_	s: oksikoko		fruta			kren + beri. Englisa (cranberry), Fransesa (canneberge), Doycisa (Cranberry), Indonesisa (kranberi), Pilipinasa (kranberya, kranberi), Hindi (क्रेनबेरी “krenberi”), Niponsa (クランベリー “kuranberi”), Koreasa (크랜베리 “kurenberi”), Parsisa (کرنبری “krenberi”), Swahilisa (kranberi)					TRUE	s: arándano rojo		n: canneberge		名: 蔓越莓, 小红莓	सं: क्रैनबेरी	اسم: تُوت بَرِّيّ، تُوت كَرَاوِيَّة	Turkisa (turna yemişi)	
kreol	root	b	n: creole (language)	s: kreolo, kreola lingvo		basalogi			Englisa (creole), Vyetnamsa (Creole), Espanisa (criollo), Fransesa (créole), Rusisa (креол “kreol”), Doycisa (Kreol), Indonesisa (kreol), Pilipinasa (kreola), Putunhwa (克里奥语 “keliawyu”), Hindi (क्रियोल “kriyol”), Arabisa (كريولية), Niponsa (クレオール “kureoru”), Telugusa (క్రియోల్ “kriyol”), Turkisa (kreol, kreyol), Koreasa (크리올 “kuriol”), Parsisa (کریول), Swahilisa (krioli)					TRUE	s: criollo, lengua criolla		n: créole (_langue_)		名: 克里奥尔语	सं: क्रेओल भाषा	اسم: لُغَة هَجِين، لُغَة كْرِيُول		
kreyon	root	b	n: crayon	s:  paŝtelo	Removed 'vakspaŝtelo' (non-standard; probably meant 'vakspastelo'); simplified to 'vakskrajono'	tul, darsukamer			Englisa (crayon), Espanisa (creyón), Indonesisa (krayon), Pilipinasa (krayon), Niponsa (クレヨン “kureyon”), Telugusa (క్రేయాన్ “kreyan”), Koreasa (크레용 “kureyong”)					FALSE	s: crayón		n: pastel, crayon de cire		名: 蜡笔	सं: मोमी क्रेयॉन	اسم: قَلَم تَلْوِين، قَلَم شَمْع		
krigiri	root	b	n: cricket, _Ensifera_	s: grilo		koncun, kwasilexi			Niponsa (螽斯 “kirigirisu”), Pilipinasa (kuliglig-lupa), Englisa (cricket), Espanisa (grillo), Indonesisa (jangkrik), Fransesa (grillon), Doycisa (Grille), Koreasa (귀뚜라미 “gwiturami”), Parsisa (جیرجیرک “jirjirak”). kwasilexi - Fransesa (cri-cri), Niponsa (リンリン “rinrin”)					TRUE	s: grillo	Grille	n: grillon	сверчок	名: 蟋蟀	सं: झींगुर	اسم: صَرْصُور اللَّيْل، جُدْجُد		
kriketo	root	b	n: cricket (_sport_)	s: kriketo		esportu			Doycisa (Cricket), Englisa (cricket), Espanisa (críquet), Fransesa (cricket), Rusisa (крикет “kriket”), Indonesisa (kriket), Pilipinasa (kriket), Arabisa (كريكت “krikit”), Koreasa (크리켓 “kuriket”), Hindi (क्रिकेट “kriket”), Niponsa (クリケット “kuriketo”), Parsisa (کریکت “keriket”), Swahilisa (kriketi), Telugusa (క్రికెట్ “kriket”), Turkisa (kriket), Vyetnamsa (cricket)					FALSE	s: críquet		n: cricket (_sport_)		名: 板球	सं: क्रिकेट	اسم: كْرِيكِيت		
krimen	root	b	n: crime	s: krimo		lega			Englisa (criminal), Fransesa (criminel), Doycisa (kriminell), Rusisa (криминальный “kriminalniy”), Espanisa (crimen, criminal), Pilipinasa (krimen, kriminal), Indonesisa (kriminal)					TRUE	s: crimen, delito		n: crime		名: 犯罪, 罪行	सं: अपराध, जुर्म	اسم: جَرِيمَة		
krimenyen	derived	b	n: criminal	s: krimulo		lega			krimen + -yen					FALSE	s: criminal, delincuente		n: criminel		名: 罪犯	सं: अपराधी, मुजरिम	اسم: مُجْرِم		
krimu	root	b	n: cream (_dairy_)	s: (lakta) kremo		kokiarte		kompara: krema	Doycisa (Creme), Englisa (cream), Espanisa (crema), Fransesa (crème), Indonesisa (es krim), Turkisa (krema), Hindi (आइसक्रीम “aysakrim”), Telugusa (ಐಸ್ ಕ್ರೀಮ್ “ays krim”), Arabisa (كريم “krim, krem, kerem”), Swahilisa (aiskrimu), Niponsa (クリーム “kurīmu”), Koreasa (아이스크림 “aysukurim”), Vyetnamsa (kem)					TRUE	s: crema, nata		n: crème (_produit laitier_)		名: 奶油, 乳脂	सं: मलाई, क्रीम	اسم: قِشْدَة، كْرِيمَة		
kriputon	root	b	n: krypton, _Kr_	s: kriptono		kimikamon			Englisa (krypton), Espanisa (criptón), Arabisa (كْرِبْتُون “kribton”), Fransesa (krypton), Rusisa (криптон “kripton”), Indonesisa (kripton), Doycisa (Krypton), Niponsa (クリプトン “kuriputon”), Telugusa (క్రిప్టాన్ “kriptan”), Turkisa (kripton), Koreasa (크립톤 “kuripton”), Vyetnamsa (krypton), Parsisa (کریپتون “kripton”), Swahilisa (kriptoni), Pilipinasa (kripton)					TRUE	s: kriptón	Krypton	n: krypton	криптон	名: 氪	सं: क्रिप्टॉन	اسم: كْرِيبْتُون		
krisis	root	b	n: crisis	s: krizo					Englisa (crisis), Fransesa (crise), Doycisa (Krise), Rusisa (кризис “krizis”), Espanisa (crisis), Turkisa (kriz), Indonesisa (krisis), Pilipinasa (krisis), Niponsa (クライシス “kuraixisu”), Elinisa (κρίση “krisi”)					TRUE	s: crisis		n: crise		名: 危机	सं: संकट, बवाल	اسم: أَزْمَة		
kristal	root	b	n: crystal	s: kristalo		materyal			Englisa (crystal), Espanisa (cristal), Fransesa (cristal), Rusisa (хрусталь “hrustal”), Doycisa (Kristall), Indonesisa (kristal), Pilipinasa (kristal), Hindi (क्रिस्टल “krisṭal”), Turkisa (kristal), Niponsa (クリスタル “kurisutaru”), Elinisa (κρύσταλλος “kristalos”)					TRUE	s: cristal	Kristall	n: cristal		名: 水晶, 晶体	सं: स्फटिक, क्रिस्टल	اسم: بِلَّوْر، كْرِيسْتَال		
kristosaluba	derived	b	n: crucifix	s: krucifikso	Added translation (was empty)	dini			Kristo + saluba					FALSE	s: crucifijo	Kruzifix	n: crucifix	crucifix	名: 十字架, 耶稣受难像	सं: क्रूस, सूली	اسم: صَلِيب، صَلِيب مَسِيحِيّ		
kroa	root	b	n: frog, toad, _Anura_	s: rano, bufo		duabioyen, kwasilexi			Vyetnamsa (ngoé). kwasilexi - Fransesa (croa croa), Englisa (croak), Indonesisa (krok krok), Niponsa (ケロケロ “kero kero”), Espanisa (croac croac), Doycisa (quaak), Pilipinasa (kokak kokak), Putunhwa (呱呱 “guā guā”)					TRUE	s: rana, sapo	Frosch	n: grenouille, crapaud	лягушка	名: 青蛙, 蟾蜍	सं: मेंढक	اسم: ضِفْدَع، عُلْجُوم		
krokodil	root	b	n: crocodile	s: krokodilo		retilyen			Englisa (crocodile), Fransesa (crocodile), Espanisa (cocodrilo), Rusisa (крокодил “krokodil”), Doycisa (Krokodil), Niponsa (クロコダイル “kurokodayru”), Koreasa (크로커다일 “kulokodail”), Parsisa (کروکودیل “krokodil”)					TRUE	s: cocodrilo	Krokodil	n: crocodile	крокодил	名: 鳄鱼	सं: मगरमच्छ	اسم: تِمْسَاح		
kromosom	root	b	n: chromosome	s: kromosomo		biologi			Englisa (chromosome), Fransesa (chromosome), Espanisa (cromosoma), Rusisa (хромосома “hromosoma”), Doycisa (Chromosom), Indonesisa (kromosom), Pilipinasa (kromosoma), Arabisa (كْرُومُوسُوم‎ “krumusum”), Turkisa (kromozom)					TRUE	s: cromosoma	Chromosom	n: chromosome	хромосома	名: 染色体	सं: गुणसूत्र	اسم: كْرُومُوسُوم، صِبْغِيّ		
kromyum	root	b	n: chromium, _Cr_	s: kromo, kromio	Simplified; removed 'kromio' (non-standard variant) and 'ĥromo' (archaic ĥ)	kimikamon			Englisa (chromium), Hindi (क्रोमियम “kromiyam”), Espanisa (cromo), Arabisa (كْرُوم “krum”), Fransesa (chrome), Rusisa (хром “hrom”), Indonesisa (kromium), Doycisa (Chrom), Niponsa (クロム “kuromu”), Telugusa (క్రోమియం “kromiyam”), Turkisa (krom), Koreasa (크롬 “kurom”, 크로뮴 “kuromyum”), Vyetnamsa (crôm), Parsisa (کروم “korom”), Swahilisa (chromi), Pilipinasa (kromyo, kromyum)					TRUE	s: cromo	Chrom	n: chrome	хром	名: 铬	सं: क्रोमियम	اسم: كْرُوم		
kruasan	root	b	n: croissant	s: korna bulko, lunarka bulko	Added 'kruasanto' (common borrowing); kept 'korna bulko'; removed 'lunarka bulko' (non-standard)	yamxey			Fransesa (croissant)					TRUE	s: cruasán	Croissant, Hörnchen, Beugel, Gipfel	n: croissant (_viennoiserie_)	круассан	名: 羊角面包, 牛角包	सं: क्रॉयसाँ	اسم: كْرُوَاسَان		
kruelya	derived	b	n: cruelty	s: krueleco					kruel + -ya					FALSE	s: crueldad		n: cruauté		名: 残忍, 残酷	सं: क्रूरता, निर्दयता	اسم: قَسْوَة، وَحْشِيَّة		
kube	root	b	n: dome, cupola	s: kupolo		kostruixey			Indonesisa (kubah), Arabisa (قُبَّة “qubba”), Turkisa (kubbe), Parsisa (قبه “qobbe”), Swahilisa (kuba)					TRUE	s: cúpula, domo		n: dôme, coupole		名: 圆顶, 穹顶	सं: गुंबद, कुब्बा	اسم: قُبَّة		
kubo	root	b	n: cube	s: kubo		figura			Englisa (cube), Fransesa (cube), Espanisa (cubo), Rusisa (куб “kub”), Doycisa (Kubus), Indonesisa (kubus), Arabisa (كَعْبَة “kaba”), Telugusa (క్యూబ్ “kyub”), Turkisa (küp), Parsisa (مکعب “mokaab”, غاب “kab”, قاپ “kap”)					TRUE	s: cubo		n: cube		名: 立方体, 方块	सं: घन	اسم: مُكَعَّب		
kudeta	root	b	n: coup (d'état), putsch	s: puĉo, ŝtatrenverso		politi		kompara: inkilabu	Englisa (coup d'état), Fransesa (coup d'État), Indonesisa (kudeta), Parsisa (کودِتا “kudetâ”), Putunhwa (苦迭打 “kudyeda” - guxi), Koreasa (쿠데타 “kudeta”), Niponsa (クーデター “kudeta”)					FALSE	s: golpe de estado	Staatsstreich, Putsch, Coup	n: coup d'État, putsch	(государственный) переворот, госпереворот 	名: 政变	सं: तख़्तापलट	اسم: اِنْقِلَاب (عَسْكَرِيّ)، اِنْقِلَاب دَوْلَة		
kudu	root	b	n: elbow	s: kubuto		jismulogi			Espanisa (codo), Fransesa (coude), Arabisa (كُوع “ku”), Vyetnamsa (khuỷu)					TRUE	s: codo		n: coude		名: 肘, 手肘	सं: कोहनी	اسم: كُوع، مِرْفَق		
kuhan	root	b	n: hump	s: ĝibo		jismulogi			Hindi (कोहान “kohan”), Parsisa (کوهان “kuhan”)					TRUE	s: joroba, giba		n: bosse		名: 驼峰, 肿块	सं: कूबड़	اسم: سَنَام، حَدَبَة		
kukabura	root	b	n: kookaburra, _Dacelo_	s: kukabarao	Removed 'dacelo' (from Latin Dacelo)	piu			Englisa (kookaburra), Espanisa (cucaburra), Fransesa (kookaburra), Rusisa (кукабара “kukabara”, кукабарра “kukabarra”, кукабурра “kukaburra”), Doycisa (Kookaburra), Indonesisa (kukabura), Pilipinasa (kukabura), Putunhwa (柯卡布拉 “kekabula”), Arabisa (كوكابورا “kukabura”), Tamilsa (கூக்கபரா “kukabara”), Koreasa (쿠카부라 “kukabura”), Parsisa (کوکابورا “kokâburâ”)					FALSE	s: cucaburra	Jägerliest, Lachender Hans, Kookaburra	n: kookaburra, martin-chasseur géant	кукабара	名: 笑翠鸟	सं: कुकाबुरा	اسم: كُوكَابُورَا		
kuki	root	b	n: HTTP cookie, browser cookie, web cookie, Internet cookie, cookie (_computer_)	s: (retumila) kuketo	Simplified; removed 'ĵetono' (= token, different) and 'retumila memoreto' (descriptive phrase)	komputer			Englisa (cookie), Espanisa (cookie), Fransesa (cookie), Rusisa (куки “kuki”), Doycisa (Cookie), Indonesisa (kuki), Pilipinasa (cookie), Putunhwa (cookie), Hindi (कुकी “kukī”), Arabisa (كُوكِيز “kūkīz”), Niponsa (クッキー “kukkī”), Telugusa (కుకీ “kukī”), Vyetnamsa (cookie), Koreasa (쿠키 “kuki”), Parsisa (کوکی “kuki”), Swahilisa (kuki)		ciberbiskiti			TRUE	s: cookie	(HTTP-)Cookie	n: cookie (_informatique_)	cookie, куки	名: HTTP cookie, 浏览器cookie	सं: कुकी	اسم: كُوكِيز، كُوكِي		
kuku	root	b	n: chicken, hen, rooster, _Gallus_	s: koko, kokino	Removed 'kokino' (= hen specifically; 'koko' covers chicken generally)	piu, kwasilexi			Englisa (cock), Fransesa (coq), Doycisa (Küken - junikuku), Swahilisa (kuku). kwasilexi - Arabisa (كُوكُوكِعُو‎ “kukuki'u”), Putunhwa (咕咕咕 “gugugu”), Espanisa (cocorocó), Koreasa (꼬끼오 꼬꼬 “kokyo koko”), Niponsa (コッコッ “kokko”), Hindi (कुक्रूकु “kukruku”), Indonesisa (kukuruyuk), Parsisa (قوقولی قوقو “ququli ququ”), Rusisa (куд-куд-кудах “kud-kud-kudah”), Vyetnamsa (cục cục)					TRUE	s: pollo, gallina, gallo	Haushuhn, Huhn	n: poulet, poule, coq	курица	名: 鸡, 公鸡, 母鸡	सं: मुर्ग़ी, मुर्ग़ा	اسم: دَجَاج، دِيك، دَجَاجَة		
