Word	slug_mod	Category	WordClass	VerbTransitivity	OfficialWord	TranslationEng	SearchTermsEng	TranslationEpo	TranslationSpa	TransNote	TranslationDeu	Synonyms	Antonyms	Example	Tags	LexiliAsel	See Also	TranslationFra	TranslationRus	TranslationZho	
bloki		root	b.oj		TRUE	blocking, obstruction, prevention; block, obstruct, prevent, avoid		blokado, baro, evito; bloki, bari, eviti	obstrucción, prevención; obstruir, prevenir, evitar, eludir							Englisa (block, blocking), Espanisa (bloquear), Fransesa (bloquer), Rusisa (блокировать “blokirovat”), Indonesisa (memblokir)					
blokido		derived	t		FALSE	blocked, obstructed, prevented, avoided		blokita, barita, evitita	bloqueado, congelado, impedido, evitado							bloki + -do					
blokiible		derived	t		FALSE	blockable, avoidable, preventable; blockably, avoidably, preventably		blokebla, barebla, evitebla; blokeble, bareble, eviteble	evitable, eludible; evitablemente, eludiblemente				blokinenible			bloki + -ible					
blokinenible		derived	t		FALSE	unblockable, unavoidable, unpreventable, inevitable; unblockably, unavoidably, unpreventably, inevitably		neblokebla, nebarebla, neevitebla; neblokeble, nebareble, neeviteble	inevitable, ineludible, forzoso; inevitablemente, ineludiblemente, forzosamente				blokiible			bloki + nen- + -ible					
blue		root	t		TRUE	blue		blua; blue	(de color) azul, celeste, blao						kolor	Englisa (blue), Fransesa (bleu), Doycisa (blau), Indonesisa (biru), Koreasa (푸르다 “puruda”), Swahilisa (bluu, buluu)			синий, голубо́й		
bluebalena		derived	b		FALSE	blue whale, _Balaenoptera musculus_		blua baleno	ballena azul, rorcual azul, _Balaenoptera musculus_						hewan	blue + balena			синий кит, голубой кит, синий полосатик, голубой полосатик, блювал		
blueberi		derived	b		FALSE	blueberry		blubero, mirtelo, vakcinio	mora (azul), arándano (azul), _Vaccinium_ sect. _Cyanococcus_						fruta, yamxey	blue + beri. Englisa (blueberry), Doycisa (Blaubeere), Indonesisa (bluberi), Hindi (ब्लूबेरी “bluberi”), Telugusa (బ్లూబెర్రీ “bluberi”), Arabisa (بْلُو بيرِي “blu biri”), Swahilisa (buluuberi), Parsisa (بلوبری “bluberi”), Koreasa (블루베리 “bulluberi”), Niponsa(ブルーベリー “buruberī”)	Putunhwa (藍莓), Vyetnamsa (việt quất xanh)				
blueya		derived	b		FALSE	blueness, blue color, color blue		bluo, blueco	(el color) azul							blue + -ya					
blusa		root	b		TRUE	blouse		bluzo	blusa						labas	Englisa (blouse), Fransesa (blouse), Doycisa (Bluse), Rusisa (блуза “bluza”), Espanisa (blusa), Arabisa (بلوزة “baluza”), Hindi (ब्लाउज “blauj”), Indonesisa (blus), Niponsa (ブラウス “burausu”, ブルーズ “buruzu”), Koreasa (블라우스 “bullausu”), Turkisa (bluz), Parsisa (بلوز “bluz”), Pilipinasa (blusa), Gujaratisa (બ્લાઉઝ “blawja”)			блуза, блузка		
bobo		root	t		TRUE	dumb, stupid, foolish; dumbly, stupidly, foolishly		stulta; stulte	bobo, tonto, idiota, estúpido			mogekal				Espanisa (bobo), Pilipinasa (bobo), Koreasa (바보 “babo”), Swahilisa (bubu), Indonesisa (bodoh)					
boboya		derived	b		FALSE	stupidity		stulteco	estupidez, tontería, sandez, bobería, simpleza, necedad, despropósito				cinon			bobo + -ya					
boboyen		derived	b		FALSE	idiot		stultulo	bobo (_persona_), tonto, idiota, estúpido							bobo + -yen					
bocan		root	b.oj		TRUE	compensation; compensate		kompenso; kompensi	compensación, remuneración, retribución; compensar, remunerar, retribuir							Putunhwa (补偿 “bǔcháng”), Koreasa (보상 “bosan”), Vyetnamsa (bổ chính)					
bocando		derived	t		FALSE	compensated		kompensita	compensado, indemnizado							bocan + -do					
bocanli		derived	t		FALSE	compensatory; compensatorily		kompensa; kompense	compensatorio							bocan + -li					
bodon		root	b.nenoj		TRUE	riot, tumult; riot		tumulto; tumulti	alboroto, tumulto, disturbio, algarada; alborotar, tumultuar, disturbar, causar disturbio							Putunhwa (暴動 “bawdong”), Koreasa (폭동 “pokdong”), Niponsa (暴動 “bodo”), Vyetnamsa (bạo động)					
bodonfil		derived	t		FALSE	riotous, tumultous, turbulent		tumultema	desordenado, alborotado, tumultuoso, turbulento							bodon + -fil					
bodontim		derived	b		FALSE	mob, rabble		tumultantaro	turba, horda, multitud, tumulto, muchedumbre							bodon + -tim					
bodonyen		derived	b		FALSE	rioter		tumultanto	amotinado, alborotador, revoltoso, protestante violento							bodon + -yen					
Bofort		proper word	su n		FALSE	Beaufort		Beaufort, Boforta maro	Beaufort (_mar, hidrógrafo_)						name	Francesa (Beaufort), Espanisa (Beaufort), Rusisa (Бофорта “Boforta”), Doycisa (Beaufort), Indonesisa (Beaufort), Arabisa (بيوفورت “Byufurt”), Swahilisa (Beaufort), Parsisa (بوفورت “Bofort”), Turkisa (Beaufort), Putunhwa (波弗特 “Bufute”), Koreasa (보퍼트 “Bopotu”), Niponsa (ボーフォート “Bofoto”), Vyetnamsa (Beaufort)			Бофорт		
bofun		root	b		TRUE	storm		tempesto, ŝtormo	tormenta						klima	Putunhwa (暴风 “bàofēng”), Niponsa (暴風 “bōfū”), Koreasa (폭풍 “pogpung”)					
bofunpul		derived	t		FALSE	stormy		ŝtorma	tormentoso, tempestuoso, borrascoso							bofun + -pul					
bohay		root	b.oj		TRUE	persecution; persecute		persekuto; persekuti	persecución; perseguir							Putunhwa (迫害 “pòhài”), Vyetnamsa (bức hại), Koreasa (박해 “baghae”)					
boksi		root	b.oj.ru		TRUE	boxing; box (_combat sport_)		bokso, boksado; boksi	box(eo), _boxing_, pugilismo; boxear		Boxen; boxen					Englisa (boxing), Espanisa (boxeo), Fransesa (boxe), Rusisa (бокс “boks”), Doycisa (Boxen), Pilipinasa (boksing), Hindi (बॉक्सिंग “bŏksiṅg”), Niponsa (ボクシング “bokuxingu”), Turkisa (boks), Koreasa (복싱 “boksing”), Parsisa (بوکس‎ “boks”)					
boksiyen		derived	b		FALSE	boxer, pugilist		boksisto	boxeador, pugilista, púgil							boksi + -yen					
bol		root	b		TRUE	ball, testicle (_sexualized_)		pilko, globo, testiko (_erotikigita_), kojono, ĉurovo	pelota, balón, bola						xey, yuxitul	Englisa (ball), Fransesa (balle, boule), Doycisa (Ball), Rusisa (бол “bol”), Espanisa (bola), Indonesisa (bola), Pilipinasa (bola), Niponsa (ボール “bōru”), Koreasa (볼 “bol”)					
boleto		root	b		FALSE	porcini, cep, _Boletus_		boleto	boleto (_hongo_), hongo blanco, hongo pambazo, (seta de) calabaza, _Boletus_						futru	Espanisa (boleto), Fransesa (bolet), Indonesisa (bolete perunggu), Arabisa (بوليط “bulit”)			боровик. белый гриб		
Bolivi		proper word	su n		TRUE	Bolivia		Bolivio	Bolivia						dexa	Espanisa (Bolivia)			Боливия		
boloku		root	b		FALSE	block (_approximately cuboid or rectangular object or group_), bloc		bloko (_maso, peco, tutaĵo, aro, unuiĝo_)	bloque, bloc						figura	Englisa (block, bloc), Espanisa (bloque), Fransesa (bloc), Rusisa (блок “blok”), Doycisa (Block), Indonesisa (balok), Pilipinasa (bloke), Hindi (ब्लॉक “blok”), Telugusa (బ్లాక్ “blak”), Swahilisa (bloku), Parsisa (بلوک “blok”, بلوک “boluk”), Turkisa (blok), Koreasa (블록 “bullok”), Niponsa (ブロック “burokku”), Vyetnamsa (bờ lốc)					
bomba		root	b.oj		TRUE	bomb; bomb		bombo; bombi	bomba (_explosivo_); bombardear						tul, jentotul	Englisa (bomb), Fransesa (bombe), Doycisa (Bombe), Rusisa (бомба “bomba”), Espanisa (bomba), Indonesisa (bom), Pilipinasa (bomba), Hindi (बम “bam”), Niponsa (ボム “bomu”), Koreasa (봄 “bom”), Turkisa (bomba), Parsisa (بمب “bomb”)			бомба; бомбить		
bombaya		derived	b		FALSE	bombing		bombado	bombardeo							bomba + -ya					
bon		root	t		TRUE	good, well, fine, positive; well, positively		bona; bone	buen, bueno, positivo; bien				bur			Espanisa (bueno), Fransesa (bon), Italisa (buono)					
bon jiwa		phrase	b; il		FALSE	goodbye (_expecting long absence or separation_)		adiaŭ (_atendante longan forestecon or apartecon_)	adiós (_suponiendo una ausencia larga o separación_)						intrelogalexi	bon, jiwa					
bon noce		derived	il		FALSE	good night		bonan nokton	buenas noches (_despedida_)						intrelogalexi	bon, noce			спокойной ночи		
bon turi		derived	il		FALSE	bon voyage		bonan vojaĝon	buen viaje (_despedida_)						intrelogalexi	bon, turi			доброго пути, счастливого пути		
bon xanse		derived	b; il		FALSE	(good) luck	luck, good luck	bonan ŝancon	buena suerte (_despedida_)				burxanse		intrelogalexi	bon, xanse			удачи, успеха		
bon-		affix	lfik		TRUE	good, eu-		bon-	bien-, eu-				bur-			Am oko bon.					
bonata		derived	b.nenoj; il		FALSE	welcome; be welcome; welcome		bonveno; esti bonvena; bonvenon	bienvenida; ser bienvenido; bienvenido (_saludo_)						intrelogalexi	bon- + ata					
bonatagi		derived	b.oj		FALSE	welcome		bonvenigo; bonvenigi	bienvenida; dar la bienvenida							bon- + ata + -gi					
bonaxam		derived	il		FALSE	good evening		bonan vesperon	buenas tardes (_saludo_)						intrelogalexi	bon- + axam			 добрый вечер		
boncu		derived	b.nenoj		FALSE	become good, get good		boniĝo; boniĝi	mejoramiento; mejorar (_hacerse bueno_)				burcu			bon + -cu					
bondin		derived	il		FALSE	good day		bonan tagon	buen día (_saludo_)						intrelogalexi	bon- + -din			добрый день		
bongeniismo		derived	b		FALSE	eugenics		eŭgeniko	eugenesia							bon- + geni + -ismo			евгеника		
bongi		derived	b.oj		FALSE	make good		bonigo; bonigi	mejoramiento; mejorar (_hacer bueno_)				burgi			bon + -gi					
bongibe		derived	b.oj		FALSE	donation; donate		donaco; donaci	donación; donar							bon- + gibe					
bonglu		derived	b.nenoj; il		FALSE	toast; (drink a) toast; cheers		tosto; tosti; sanon	brindis; brindar; salud						intrelogalexi	bon- + glu					
bonhifazi		derived	b.oj		FALSE	maintentance, upkeep; maintain		prizorgo; prizorgi, funkctiteni	mantenimiento; mantener							bon- + hifazi					
boninsanli		derived	t		FALSE	humane; humanely		humana; humane	humano, humanitario; humanamente, humanitariamente			boninsansim	burinsanli			bon- + insan + -li					
boninsansim		derived	t		FALSE	humane; humanely		humana; humane	humano, humanitario; humanamente, humanitariamente			boninsanli	burinsansim			bon- + insan + -sim					
bonjiwa		derived	b.oj.ru; il		FALSE	welfare; live well, be well; greetings (_after long absence or separation_)		bonfarto; bonfarti	bienestar, calidad de vida; vivir bien							bon- + jiwa					
bonjotay		derived	b		FALSE	well-being		bonstato	bienestar							bon- + jotay					
bonkonedo		derived	t		FALSE	familiar; familiarly		familiara, bonkonata; familiare, bonkonate	común, familiar, ordinario, sabido							bon + kone + -do					
bonlexi		derived	b		FALSE	euphemism		eŭfemismo	eufemismo						palalogi	bon- + lexi			эвфемизм		
bonmorcu		derived	b		FALSE	euthanasia		eŭtanazio	eutanasia							bon- + mor + -cu			эвтаназия		
bonnuru		derived	il		FALSE	good day		bonan tagon	buen día (_saludo_)						intrelogalexi	bon- + nuru					
bonobo		root	b		FALSE	bonobo, _Pan paniscus_		bonobo, eta ĉimpanzo	bonobo, chimpancé pigmeo, _Pan paniscus_						hewan	Englisa (bonobo), Espanisa (bonobo), Fransesa (bonobo), Rusisa (бонобо “bonobo”), Doycisa (Bonobo), Indonesisa (bonobo), Pilipinasa (bonobo), Hindi (बोनोबो “bonobo”), Tamilsa (பொனொபோ “ponobo”), Arabisa (بونوبو “bunubu”), Swahilisa (bonobo), Parsisa (بونوبو “bonobo”), Turkisa (bonobo), Koreasa (보노보 “bonobo”), Niponsa (ボノボ “bonobo”), Vyetnamsa (bonobo)			бонобо, карликовый шимпанзе		
bonsoba		derived	il		FALSE	good morning		bonan matenon	buenos días (_saludo_)						intrelogalexi	bon- + soba			доброе утро		
bonus		root	b		FALSE	bonus		bonifiko	bonus, bono, bonificación, prima							Englisa (bonus), Espanisa (bono), Fransesa (bonus), Rusisa (бонус “bonus”), Doycisa (Bonus), Pilipinasa (bonus, bono), Hindi (बोनस “bonas”), Niponsa (ボーナス “bonasu”), Turkisa (bonus), Koreasa (보너스 “bonasu”), Swahilisa (bonasi)					
bonxanseli		derived	t		FALSE	fortunate, lucky; fortunately, luckily		bonŝanca; bonŝance	afortunado; afortunadamente				burxanseli			bon- + xanse + -li					
bonxansepul		derived	t		FALSE	fortunate, lucky; fortunately, luckily		bonŝanca; bonŝance	afortunado; afortunadamente				burxansepul			bon- + xanse + -pul					
bonya		derived	b		FALSE	goodness		boneco	bondad				burya			bon + -ya					
bonyam		derived	il		FALSE	bon appetit		bonan apetiton	(buen) provecho						intrelogalexi	bon- + yam			приятного аппетита		
bonyen		derived	b		FALSE	good person, good guy		bonulo	buena persona				buryen			bon + -yen					
Boro		proper word	su t		TRUE	Boro, Bodo (_ethnolinguistic group in India_)		bodoa	bodo (_grupo etnolingüístico en India_), boro							Borosa (बड़ो “boro”)			Бодо (_народ_)		
boron		root	b		TRUE	boron, B		boro	boro (_elemento_), B						kimikali monlari	Englisa (boron), Putunhwa (硼 “péng”), Hindi (बोरॉन “boron”), Espanisa (boro), Arabisa (بورون “bōrōn”), Fransesa (bore), Rusisa (бор “bor”), Indonesisa (boron), Doycisa (Bor), Niponsa (ボロン “boron”), Telugusa (బోరాన్ “bōrān”), Turkisa (bor), Koreasa (붕소 “bungso”), Vyetnamsa (bo), Parsisa (بور “bor”), Swahilisa (boroni), Pilipinasa (boro)			бор		
Borosa		derived	b		FALSE	Boro, Bodo (language)		la bodoa (lingvo)	(idioma) bodo, (idioma) boro						basa	Boro + -sa					
Boroyen		derived	b		FALSE	Boro, Bodo (person)		bodoa homo, bodoo	bodo (_persona_), boro							Boro + -yen					
borsuke		root	b		TRUE	badger		melo, taksideo	tejón, ratel, _Arctonyx_, _Meles_, _Mellivora_, _Melogale_, _Mydaus_, _Taxidea_						hewan	Rusisa (барсук “barsuk”), Turkisa (porsuk)			барсук		
bortokal		root	b		TRUE	orange (_fruit_)		oranĝo	naranja, apepú, _Citrus_ × _sinensis_, _Citrus_ × _aurantium_						fruta, yamxey	Arabisa (البرتقالي “burtuqali”), Turkisa (portakal), Parsisa (پرتقال‎ “portoqâl”)			апельсин		
bortokaljusu		derived	b		FALSE	orange juice		oranĝosuko	jugo de naranja							bortokal + jusu			апельсиновый сок		
bortokalsui		derived	b		FALSE	orangeade		oranĝakvo	naranjada, agua de naranja							bortokal + sui			оранжад		
boryum		root	b		TRUE	bohrium, Bh		borio	bohrio, Bh						kimikali monlari	Englisa (bohrium), Putunhwa (𨨏 “bo”), Hindi (बोरियम “boriyam”), Espanisa (bohrio), Arabisa (بُورْيُوم “buryum”), Fransesa (bohrium), Rusisa (бoрий “boriy”), Indonesisa (bohrium), Doycisa (Bohrium), Niponsa (ボーリウム “boriumu”), Telugusa (హాసియం “boriyam”), Turkisa (bohriyum), Koreasa (보륨 “boryum”), Vyetnamsa (bohri), Parsisa (بوریم “boriyom”), Swahilisa (bohri), Pilipinasa (boryo, bohrium)			бoрий		
Bosna ji Hertsegovina		proper word	su n		TRUE	Bosnia and Herzegovina		Bosnio kaj Hercegovino	Bosnia y Herzegovina						dexa	Bosnasa (Bosna i Hercegovina), Serbihervatskasa (Bosna i Hercegovina)			Босния и Герцеговина		
bota		root	b		TRUE	boot		boto	bota						labas	Englisa (boot), Espanisa (bota), Fransesa (botte), Rusisa (ботинок “botinok”), Indonesisa (bot), Pilipinasa (bota), Niponsa (ブーツ “butsu”), Turkisa (bot), Hindi (बूट “but”), Parsisa (بوت “but”), Telugusa (బూట్ “but”), Swahilisa (buti)					
botela		root	b		TRUE	bottle		botelo	botella						tul	Englisa (bottle), Fransesa (bouteille), Rusisa (бутылка “butilka”), Espanisa (botella), Indonesisa (botol), Pilipinasa (bote, botelya), Hindi (बोतल “botal”), Parsisa (بطری “botri”, بوتل “bôtal”)			бутылка		
Botswana		proper word	su n		TRUE	Botswana		Bocvano	Botsuana						dexa	Botswanasa (Botswana)			Ботсвана		
bowlin		root	b.oj.ru		TRUE	bowling; bowl		kegloludo	(juego de) bolos, boliche; jugar bolos, jugar boliche						yuxi	Englisa (bowling), Espanisa (boliche), Fransesa (bowling), Rusisa (боулинг “bouling”), Doycisa (Bowling), Indonesisa (boling), Putunhwa (保龄球 “bawlingcyow”), Arabisa (بُولِينْج “buling”), Niponsa (ボウリング “bouringu”), Turkisa (bovling), Koreasa (볼링 “bolling”), Vyetnamsa (trò chơi bowling), Parsisa (بولینگ “bowling”)					
bowlinbol		derived	b		FALSE	bowling ball		keglopilko, kegla globo	bola de boliche, bola de bolos							bowlin + bol					
bowlinyen		derived	b		FALSE	bowler		keglisto	jugador de boliche, jugador de bolos							bowlin + -yen					
boya		root	b		FALSE	buoy		buo	boya							Englisa (buoy), Espanisa (boya), Fransesa (bouée), Rusisa (буй “buy”), Doycisa (Boje), Indonesisa (boya), Pilipinasa (boya), Niponsa (ブイ “bui”), Koreasa (부이 “bui”), Parsisa (بویه “buye”), Swahilisa (boya)					
