Word,Category,WordClass,VerbTransitivity,OfficialWord,TranslationEng,SearchTermsEng,TranslationEpo,TranslationSpa,TransNote,TranslationDeu,Synonyms,Antonyms,Example,Tags,LexiliAsel,See Also,TranslationFra,TranslationRus,TranslationZho
atake,root,b.oj,,TRUE,"attack; attack, charge",,atako; ataki,ataque; atacar,,,,,,,"Englisa (attack), Fransesa (attaque), Doycisa (Attacke), Rusisa (атака “atáka”), Espanisa (ataque), Pilipinasa (atake), Turkisa (atak)",,,,
atakefil,derived,t,,FALSE,aggressive; aggressively,,"agresa, agresema, atakema; atakeme","agresivo [-a, -e]. alt: agresiva, agresive.; agresivamente",,,,,,,atake + -fil,,,,
atakeyen,derived,b,,FALSE,attacker,,atakanto,atacante,,,,,,,atake + -yen,,,,
atex,root,b.oro,agentless,TRUE,"fire; burn (_be on fire, be consumed by fire, destroy with fire_), light (_with fire_)",,"fajro; fajri (_konsumiĝi de fajro_), ekbruligi (_per fajro_)","fuego, lumbre; arder, incendiar, incendiarse",,,,,,natura,"Parsisa (آتش “âtaš”), Turkisa (ateş), Hindi (आतिश “ātiś”)",,,,
atexdom,derived,b,,FALSE,fireplace,,"kameno, fajrejo",chimenea,,,,,,,atex + -dom,,,,
atexmon,derived,b,,FALSE,flame,,flamo,flama,,,,,,,atex + -mon,,,,
atinyum,root,b,,TRUE,actinium,,aktinio,"actinio, Ac",,,,,,kimikali monlari,"Englisa (actinium), Espanisa (actinio), Fransesa (actinium), Rusisa (актиний “aktyínyiy”), Doycisa (Actinium), Hindi (एक्टिनियम “ektiniyam”), Arabisa (أَكْتِينْيُوم “aktinyum”), Indonesisa (aktinium), Pilipinasa (aktinyo, actinium), Niponsa (アクチニウム “akuciniumu”), Telugusa (అక్టీనియం “aktiniyam”), Turkisa (aktinyum), Hangusa (악티늄 “aktinyum”), Parsisa (اکتینیم “aktiniyom”), Swahilisa (aktini)",,,,
ativo,root,t,,TRUE,active; actively,,aktiva; aktive,"activo [-a, -e]. alt: activa, active.; activamente",,,,pasivo,,,"Englisa (active), Fransesa (actif), Pilipinasa (aktibo), Indonesisa (aktif), Doycisa (aktiv), Rusisa (активный “aktyívniy”), Espanisa (activo), Turkisa (aktif), Parsisa (آکتیو “âktiv”)",,,,
ativocu,derived,b.nenoj,,FALSE,become active,,aktiviĝado; aktiviĝi,activarse,,,,,,,ativo + -cu,,,,
ativogi,derived,b,,FALSE,"activation; activate, turn on, switch on, power on",,aktivigo; aktivigi,"activación, encendido; activar, encender, prender",,,,,,,ativo + -gi,,,,
Atlantiko,proper word,su n,,TRUE,Atlantic (Ocean),"Atlantic, Atlantic Ocean","Atlantiko, Antlantika Oceano",(océano) Atlántico,,,,,,geografi,"Englisa (Atlantic), Fransesa (Atlantique), Doycisa (Atlantischer, Atlantik), Rusisa (Атлантика “Atlántyika”, атлантический “atlantyícyeskyiy”), Espanisa (Atlántico), Arabisa (الأطلسي “al-ʔaṭlasiyy”), Hindi (अटलांटिक “aṭlāṇṭik”), Telugusa (అట్లాంటిక్ “aṭlāṇṭik”), Parsisa (اطلس “atlas”), Turkisa (Atlas, Atlantik), Indonesisa (Atlantik), Pilipinasa (Atlantikó), Swahilisa (Atlantiki)",,,,
atleti,root,b,,TRUE,athletics,,"atletiko, atletismo",atletismo,,,,,,,"Doycisa (Athletik), Englisa (athletics), Espanisa (atletismo), Fransesa (atlétisme), Rusisa (атлетика “atlyétyika”), Turkisa (atletizm), Indonesisa (atletik), Pilipinasa (atletika)",,,,
atletiyen,derived,b,,FALSE,athlete,,atleto,atleta,,,,,,,atleti + -yen,,,,
atmosfer,root,b,,TRUE,atmosphere,,atmosfero,atmósfera,,,,,,meterya,"Doycisa (Atmosphäre), Englisa (athmosphere), Espanisa (atmósfera), Fransesa (atmosphère), Rusisa (атмосфера “atmosfyéra”), Indonesisa (atmosfir), Pilipinasa (atmospera), Turkisa (atmosfer), Parsisa (اتمسفر “atmosfer”)",,,,
ato,root,b.nenoj,b.oj (perform a role)?,TRUE,"act, performance; act, play a role",,"aktoraĵo; aktori, roli","acto; actuar, hacer un papel",,,,,,,"Englisa (actor), Pilipinasa (aktor), Indonesisa (aktor), Nederisa (acteur), Rusisa (актёр “aktyór”), Espanisa (actor), Turkisa (aktör)",,,,
atomu,root,b,,TRUE,atom,,atomo,átomo,,,,,,,"Englisa (atom), Fransesa (atome), Doycisa (Atom), Rusisa (атом “átom”), Espanisa (átomo), Niponsa (アトム “atomu”), Swahilisa (atomu), Parsisa (اتم “atom”), Turkisa (atom), Indonesisa (atom), Pilipinasa (atomo)",,,,
atomuli,derived,t,,FALSE,atomic; atomically,,"atoma, nuklea (energio); atome","atómico [-a, -que]. alt: atómica, atómique.",,,,,,,atomu + -li,,,,
atopupe,derived,b,,FALSE,"puppet, marionette",,"marioneto, gantpupo","títere, marioneta, fantoche",,,,,,,ato + pupe,,,,
atoya,derived,b,,FALSE,acting,,aktorado,actuación,,,,,,profesi,ato + -ya,,,,
atoyen,derived,b,,FALSE,"actor, actress",,"aktoro, rolulo","actor [a, e]. alt: actora, actore., actriz",,,,,,,ato + -yen,,,,
atre,root,b.oj,,TRUE,parent; parent,,"patro, patrino, gepatroj; patri, patrini","tutor [a, e]. alt: tutora, tutore., madre, padre",,,,,,"famil, insan","Am oko matre, patre.",,,,
atrebasa,derived,b,,FALSE,native language,,"patrolingvo, denaska lingvo","idioma nativo, primer idioma, lengua nativa, legua madre",,,,,,,atre + basa,,,,
atredexa,derived,b,,FALSE,mother land,,"patrolando, patrio, patrinujo, patrujo",patria,,,,,,,atre + dexa,,,,
atreli,derived,t,,FALSE,"parental, parenting; parentally",,"patra, patrina, gepatra; patre, patrine, gepatre",parental,,,,,,,atre + -li,,,,
atreya,derived,b,,FALSE,"parenthood, paternity",,"patreco, patrineco, gepatreco","tutela, paternidad, maternidad",,,,,,,atre + -ya,,,,
aventur,root,b.nenoj,,TRUE,adventure; venture,,aventuro,aventura,,,,,,,"Englisa (adventure), Espanisa (aventura), Fransesa (aventure), Rusisa (авантюра “avantyúra”), Doycisa (Abenteuer), Indonesisa (avonturir, avonturisme), Niponsa (アドベンチャー “adobenca”), Turkisa (avantür), Hangusa (어드벤처 “adubenca”)",,,,
avokato,root,b,,TRUE,avocado,,avokado,"aguacate, palta, _Persea americana_",,,,,,"fruta, yamxey","Englisa (avocado), Fransesa (avocat), Doycisa (Avokado), Rusisa (авокадо “avokádo”), Indonesisa (apokat), Pilipinasa (abokado), Niponsa (アボカド “abokado”), Hangusa (아보카도 “abokado”), Hindi (अवोकाडो “avokāḍo”), Telugusa (అవకాడో “avakāḍō”), Arabisa (أفوكادو “ʾafukādū”), Parsisa (آووکادو “âvokâdo”), Turkisa (avokado)",,,,
aw-,affix,lfik,,TRUE,away,,for-,"lejos, fuera",,,,pre-,,,"Englisa (absent, away), Fransesa (absent), Espanisa (ausente)",,,,
awajela,derived,b.nenoj,,FALSE,"hurry away, hurry off","hurry away, hurry, hurry off",forrapidiĝo; forrapidiĝi,darse prisa para irse,,,,,,,aw- + ajela,,,,
awbujo,derived,b.oj,,FALSE,"kidnapping; kidnap, carry off, run away with",,"forkapto, kidnapado; forkapti, kidnapi","secuestro; secuestrar, llevarse",,,,,,,aw- + bujo,Doycisa (entführen),,,
awcu,derived,b.nenoj,,FALSE,disappearance; disappear,,malapero; malaperi,desaparición; desaparecer,,,,precu,,,aw- + -cu,,,,
awcudo,derived,t,,FALSE,disappeared,,malaperinta; malaperinte,"desaparecido [-a, -e]. alt: desaparecida, desaparecide.",,,,,,,aw- + -cu + -do,,,,
awcudu,derived,b.oj,,FALSE,"deprivation; take away, deprive (of)",,senigo; senigi,"arrebatamiento, arrebato, privación, despojo, despojamiento; arrebatar, privar (de), despojar (de)",,,,,,,aw- + cudu,,,,
awcudunenible,derived,t,,FALSE,unalienable; unalienably,,neforprenebla; neforpreneble,inalienable,,,,,,,aw- + cudu + nen- + -ible,,,,
awdio,root,b,,TRUE,audio,,aŭdio,"audio, sonido",,,,,,,"Doycisa (Audio), Englisa (audio), Espanisa (audio), Fransesa (audio), Rusisa (аудио “áudyio”), Indonesisa (audio), Pilipinasa (audio), Hindi (ऑडियो “odyo”), Telugusa (ఆడియో “adyo”), Niponsa (オーディオ “odyo”), Hangusa (오디오 “odyo”)",,,,
awfley,derived,b.nenoj,,FALSE,fly away,,forflugado; forflugi,irse volando,,,,,,,aw- + fley,,,,
awglu,derived,b.oj,,FALSE,drink up,"drink up, drink",eltrinko; eltrinki,"beberse, tomarse",,,,,,,aw- + glu,,,,
awgutonente,derived,b,,FALSE,"analgesic, analgaesic, painkiller, pain reliever",,"kontraŭdolorilo, analgezo","analgésico, calmante",,,,,,,aw- + guton + -ente,,,,
awidi,derived,b.nenoj,,FALSE,"leave, go away, depart","leave, go away, go",foriro; foriri,irse,,,,preata,,,aw- + idi,,,,
awizin,derived,b.oj,,FALSE,"relinquish, yield, give up, surrender",,"forlaso; forlasi, forcedi","renunciar (a), ceder, despojar(se de)",,,,,,,aw- + izin,,,,
awjeti,derived,b.oj,,FALSE,"elimination, deletion; throw out, throw away, eliminate, delete, discard",,"forĵeto, forigo; forĵeti, forigi","eliminación, supresión; descartar, eliminar, suprimir",,,,,,,aw- + jeti,,,,
awjuicu,derived,b.nenoj,,FALSE,"distraction; get distracted, become distracted",,"malatentiĝi, distriĝi",distracción; distraerse,,,,,,,aw- + jui + -cu,,,,
awjuigi,derived,b.oj,,FALSE,distraction; distract,,"malatentigi, distri",distracción; distraer,,,,,,,aw- + jui + -gi,,,,
awmafu,derived,b.oj,,FALSE,"pardon, let off the hook",,"pardono, laso; pardoni, lasi",perdonar,,,,,,,aw- + mafu,,,,
awmotsu,derived,b.oj,,FALSE,erase ,,"forviŝi, forskrapi, deskrapi",borrar,,,,,,,aw- + motsu,,,,
awmotsutul,derived,b,,FALSE,eraser,,"forviŝilo, forskrapilo, deskrapilo, skrapigumo",borrador,,,,,,,aw- + motsu + -tul,,,,
awnormali,derived,t,,FALSE,abnormal; abnormally,,"nenorma, abnorme; nenorme, abnorme","anormal, aberrante; anormalmente",,,,,,,aw- + norma + -li,,,,
awpawbu,derived,b.nenoj,,FALSE,"run away, flee",,"forkuro, fuĝo; forkuri, fuĝi","irse corriendo, escapar",,,,,,,aw- + pawbu,,,,
awpel,derived,b.oj,,FALSE,drive away,,elpelo; elpeli,ahuyentar,,,,,,,aw- + pel,,,,
awresta,derived,b.oj,,FALSE,abandonment; abandon,,forlaso; forlasi,abandono; abandonar,,,,,,,aw- + resta,,,,
awsen,derived,b,,FALSE,"absence; be absent, be away",,"foresteco, malesteco","ausencia; estar ausente, ausentarse",,,,presen,,,aw- + sen,,,,
awsenli,derived,t,,TRUE,"absent, away, gone",,"foresta, malesta; foreste, maleste",ausente,,,awsenne,presenli,,,aw- + sen + -li,,,,
awsenne,derived,t,,TRUE,"absent, away, gone",,"foresta, malesta; foreste, maleste",ausente,,,awsenli,presenne,,,aw- + sen + -ne,,,,
Awstrali,proper word,su n,,TRUE,Australia,,Aŭstralio,Australia (_país_),,,,,,dexa,Englisa (Australia),,,,
Awstralia,proper word,su n,,TRUE,"Australia (_continent_), Sahul",,"Aŭstralia Kontinento, Sahulo","Australia (_continente_), Sahul, Meganesia, Australínea, Australia-Nueva Guinea",,,,,,"geografi, daygeo","Englisa (Australia), Fransesa (Australie), Doycisa (Australien), Rusisa (Австралия “Avstrályiya”), Niponsa (オーストラリア “Ōsutoraria”), Hangusa (오스트레일리아 “Oseuteureillia”), Telugusa (ఆస్ట్రేలియా “Āsṭrēliyā”), Arabisa (أستراليا “ʾUsturāliyā”), Parsisa (استرالیا “Ostorâliyâ”), Turkisa (Avustralya)",,,,
Awstralili,derived,t,,FALSE,Australian,,aŭstralia; aŭstralie,"australiano [-a, -e]. alt: australiana, australiane.",,,,,,,Awstrali + -li,,,,
Awstraliyen,derived,b,,FALSE,Australian,,aŭstraliano,"australiano [-a, -e]. alt: australiana, australiane. (_persona_)",,,,,,,Awstrali + -yen,,,,
awtenti,root,t,,TRUE,"authentic, genuine; authentically, genuinely",,"aŭtentika, aŭtenta; aŭtentike, aŭtente","auténtico [-a, -que]. alt: auténtica, auténtique., genuino [-a, -e]. alt: genuina, genuine.; auténticamente, genuinamente",,,,sewdo,,,"Englisa (authentic), Fransesa (authentique), Doycisa (authentisch), Rusisa (аутентичный “autentyícniy”), Espanisa (auténtico), Turkisa (otantik), Indonesisa (autentik, otentik), Pilipinasa (autentisidad)",,,,
awtentigi,derived,b.oj,,FALSE,"authentication, certification, verification; authenticate, certify, verify",,"aŭtentokontrolo; aŭtentigi, atesti, kontroli","autenticación, certificación, verificación; autenticar, certificar, verificar",,,,,,,awtenti + -gi,,,,
awtentiya,derived,b,,FALSE,authenticity,,"aŭtentikeco, aŭtenteco",autenticidad,,,,,,,awtenti + -ya,,,,
awti,root,t,,TRUE,autistic; autistically,,aŭtisma; aŭtisme,autista,,autistisch,,,,,"Englisa (autism, autistic), Espanisa (autismo, autistico), Fransesa (autisme), Rusisa (аутизм “autyízm”), Doycisa (Autismus), Indonesisa (autisme), Pilipinasa (autismo), Hindi (ऑटिज़्म “otizm”), Telugusa (ఆటిజం “atijam”), Turkisa (otizm)",,autiste,,
awtiya,derived,b,,FALSE,autism,,aŭtismo,autismo,,Autismus,,,,,awti + -ya,,autisme,аутизм,自闭症
awtiyen,derived,b,,FALSE,autistic person,"autistic, autistic person",aŭtismulo,autista (_persona_),,Autsist,,,,,awti + -yen,,autiste,аутист,
awto-,affix,lfik,,TRUE,"auto-, automatic",,"aŭtomata, aŭtomate","auto- (_automático [-a, -e]_)",,,,,,,Am oko awtomati.,,,,
awtomati,root,t,,TRUE,automatic; automatically,,"aŭtomata, aŭtomate","automático [-a, -que]. alt: automática, automátique.; automáticamente",,,,,,,"Englisa (automatic), Fransesa (automatique), Doycisa (automatisch), Rusisa (автоматический “avtomatyícyeskyiy”), Espanisa (automático), Turkisa (otomatik), Indonesisa (otomatis), Pilipinasa (awtomatiko)",,,,
awtorita,root,b.oj,,TRUE,authority; authorize,,"aŭtoritato; doni aŭtoritaton, rajtigi, permesi",autoridad; autorizar,,,,,,,"Englisa (authority), Fransesa (autorité), Doycisa (Autorität), Rusisa (авторитет “avtoryityét”), Espanisa (autoridad), Turkisa (otorite), Indonesisa (otoritas), Pilipinasa (awtoridad)",,,,
awtoritafil,derived,t,,FALSE,authoritarian; authoritarianly,,ordonema; ordoneme,"autoritario [-a, -e]. alt: autoritaria, autoritarie.; autoritariamente",,,,,,,awtorita + -fil,,,,
awtoritaya,derived,b,,FALSE,authorization,,"rajtigo, permesado",autorización,,,,,,,awtorita + -ya,,,,
awyam,derived,b.oj,,FALSE,"eat up, eat away","eat up, eat away, eat",formanĝado; formanĝi,"devorar, tragar",,,,,,,aw- + yam,,,,
awyao,derived,b.oj,,FALSE,biting away; bite away,,formordo; formordi,roer,,,,,,,aw- + yao,,,,
awyongu,derived,b.oj,,FALSE,"expenditure; spend, expend",,elspezo; elspezi,gasto; gastar,,,,,,,aw- + yongu,,,,
axam,root,b,,TRUE,evening,,vespero,tarde (_hora del día_),,,,,,din,"Turkisa (akşam), Hindi (शाम “sham”), Parsisa (شب “shab”)",,,,
axamli ,derived,t,,FALSE,evening (_of the evening_),,vespera; vespere,"vespertino [-a, -e]. alt: vespertina, vespertine., de la tarde",,,,,,,axam + -li,,,,
axamyam,derived,b.oj,,FALSE,"dinner; eat dinner, have dinner",,verspermanĝo; vespermanĝi,comida (de la tarde); comer,,,,,,,axam + yam,,,,
axke,root,b.nenoj,b.oro??,TRUE,tear (_eye_); tear (up),,larmo; larmi,"lagrima; lagrimar, lagrimear, llorar",,,,,,,"Hindi (अश्क “axk”), Parsisa (اشک “axk”)",,,,
axkemon,derived,b,,FALSE,teardrop,,"larmero, larmoguto, larma guto",lágrima,,,,,,,axke + -mon,,,,
axolotle,root,b,,TRUE,axolotl,,aksolotlo,"ajolote, _Ambystoma mexicanum_",,,,,,hewan,"Nawasa (āxōlōtl), Englisa (axolotl), Espanisa (ajolote), Fransesa (axolotl), Rusisa (аксолотль “aksolótly”), Doycisa (Axolotl), Portugalsa (axolote), Italisa (axolotl, assolotto), Indonesisa (axolotl), Pilipinasa (aholote, axolotl), Hindi (एक्सोलोटल “eksolotal”), Niponsa (アホロートル “ahorotoru”), Turkisa (aksolotl), Vyetnamsa (axolotl), Hangusa (아홀로틀 “aholotul”), Parsisa (اکسولوتل “akesolotal”)",,,,
ay,root,il,,TRUE,"ouch, ah (_denotes pain or fear_)",,aj,ay,,,,,,intrelogalexi,"kwasilexi - Arabisa (أي “ai”), Putunhwa (哎哟 “ayyo”), Fransesa (aïe, ahi), Indonesisa (ai, aih), Hangusa (아야 “aya”), Rusisa (ай “áy”), Espanisa (ay), Pilipinasa (ay, aray), Vyetnamsa (ai da), Parsisa (آی “ay”)",,,,
aya,root,b,,TRUE,letter a,,litero a,(letra) a,,,,,,,a priori,,,,
ayay,root,b.nenoj,,TRUE,"scream, shout (_in pain or fear_); scream, yell, shout",,krio; krii,grito; gritar (_de dolor o miedo_),,,,,,,Am oko ay.,,,,
ayna,root,b.oro,agentless,TRUE,"mirror; mirror, reflect",,"spegulo; speguli, reflekti","espejo; reflejar, reflejarse",,,,,,xey,"Hindi (आईना “aina”), Parsisa (آینه “ayne”), Turkisa (ayna)",,,,
aynaya,derived,b,,FALSE,reflection (_of light_),,reflekto,reflexión,,,,,,,ayna + -ya,,,,
aynestaynyum,root,b,,TRUE,einsteinium,,ejnŝtejnio,"einstenio, Es",,,,,,kimikali monlari,"Englisa (einsteinium), Espanisa (einstenio), Fransesa (einsteinium), Rusisa (эйнштейний “eynxtéynyiy”), Doycisa (Einsteinium), Indonesisa (einsteinium), Pilipinasa (einsteinyo), Hindi (आइंस्टीनियम “ainstiniyam”), Arabisa (آيْنْشْتَايْنِيُوم “aynxtayniyum”), Niponsa (アインスタイニウム “ainsutainiumu”), Telugusa (ఐన్‌స్టీనియం “ainstiniyam”), Turkisa (aynştaynyum), Hangusa (아인슈타이늄 “ainxutainyum”), Parsisa (اینشتینیم), Swahilisa (einsteini)",,,,
ayse,root,b,,TRUE,ice,,glacio,hielo,,,,,,"petra, xey","Englisa (ice), Espanisa (iceberg), Doycisa (Eis), Indonesisa (es krim), Hindi (आइसक्रीम “ais-krim”), Arabisa (آيس كريم “ayis kirim”), Swahilisa (aiskrimu), Niponsa (アイス “aisu”), Hangusa (아이스 “aiseu”), Telugusa (ఐస్ క్రీమ్ “ais krīm”)",,,,
aysebarix,derived,b,,FALSE,hail,,hajlo,granizo,,,,,,,ayse + barix,,,,
ayseeskeyti,derived,b.nenoj,,FALSE,ice skating; ice skate,,"glitkurado, sketkurado, glaciglitado, glacisketado",patinaje sobre hielo; patinar sobre hielo,,,,,,,ayse + eskeyti,,,,
aysejabal,derived,b,,FALSE,iceberg,,glacimonto,"_iceberg_, témpano (de hielo)",,,,,,xey,ayse + jabal,,,,
aysekrimu,derived,b,,FALSE,ice cream,,glaciaĵo,"helado, nieve, mantecado",,,,,,yamxey,ayse + krimu,,,,
aysemon,derived,b,,FALSE,piece of ice,,"glacibloketo, glacikubo, glaciero","pedazo de hielo, carámbano, candelizo, pinganello, pinganillo, chuzo, candela",,,,,,xey,ayse + -mon,,,,
aysepul,derived,t,,FALSE,icy,,"glacia, glaciplena; glacie","gélido [-a, -e]. alt: gélida, gélide.",,,,,,,ayse + -pul,,,,
Azerbayjan,proper word,su n,,TRUE,Azerbaijan,,Azerbajĝano,Azerbaiyán,,,,,,dexa,Azerbayjansa (Azərbaycan),,,,
Azerbayjanli,derived,t,,FALSE,Azerbaijani,,azerbajĝana,"azerí, azerbaiyano [-a, -e]. alt: azerbaiyana, azerbaiyane.",,,,,,,Azerbayjan + -li,,,,
Azerbayjansa,derived,b,,FALSE,"Azerbaijani (language), Azeri (language), Azeri Turkic",,la azerbajĝana (lingvo),"(idioma) azerí, (idioma) azerbaiyano",,,,,,basa,Azerbayjan + -sa,,,,
Azerbayjanyen,derived,b,,FALSE,"Azerbaijani (person), Azeri (person)",,"azero, azerbajĝanano","azerí, azerbaiyano [-a, -e]. alt: azerbaiyana, azerbaiyane. (_persona_)",,,,,,,Azerbayjan + -yen,,,,
azizu,root,t,,TRUE,dear; dearly,,kara; kare,"querido [-a, -e]. alt: querida, queride.",,,,,,,"Arabisa (عزيز “eaziz”), Parsisa (عزیز “aziz”), Hindi (अज़ीज़ “aziz”)",,,,
azizuyen,derived,b,,FALSE,"darling, beloved",,"karulo, kara (_persono_)",ser querido,,,belubiyen,,,,azizu + -yen,,,,
babun,root,b,,TRUE,"baboon, _Papio_",,paviano,"babuino, papión, _Papio_",,,,,,hewan,"Englisa (baboon), Espanisa (babuino), Fransesa (babouin), Rusisa (бабуин “babuyín”), Indonesisa (babun), Pilipinasa (baboon), Hindi (बबून “babun”), Arabisa (بَابُون “babun”), Turkisa (babun), Parsisa (بابون “babun”)",,,,
