Word,Category,WordClass,OfficialWord,TranslationEng,SearchTermsEng,TranslationEpo,TranslationSpa,TranslationDeu,Synonyms,Antonyms,Example,Tags,LexiliAsel,TranslationFra,TranslationRus,TranslationZho
departamen,root,n,TRUE,department,,departemento,departamento,,,,,,"Englisa (department), Fransesa (département), Rusisa (департамент “departament”), Espanisa (departamento), Indonesisa (departemen), Pilipinasa (departamento), Turkisa (departman). Am kompara: _apartamen_.",,,
depresi,root,n/f.oro.b,TRUE,depression; depress,,"depresio, deprimo; deprimiĝi, deprimi",depresión; deprimirse,,,,,,"Doycisa (Depression), Englisa (depression), Espanisa (depresión), Fransesa (dépression), Rusisa (депрессия “depressiya”), Indonesisa (depresi), Pilipinasa (depresyon), Turkisa (depresyon), Hindisa (डिप्रेशन “diprexan”), Telugusa (డిప్రెషన్ “diprexan”)",,,
des,root,num,TRUE,ten,,dek,diez,,,,,,"Hindisa (दस “das”), Espanisa (diez), Rusisa (десять “desyat”), Pilipinasa (diyes)",,,
des care,phrase,num,FALSE,fourteen,,dek kvar,catorce,,,,,,"des, care",,,
des dua,phrase,num,FALSE,twelve,,dek du,doce,,,,,,"des, dua",,,
des lima,phrase,num,FALSE,fifteen,,dek kvin,quince,,,,,,"des, lima",,,
des nue,phrase,num,FALSE,nineteen,,dek naŭ,diecinueve,,,,,,"des, nue",,,
des oco,phrase,num,FALSE,eighteen,,dek ok,dieciocho,,,,,,"des, oco",,,
des sabe,phrase,num,FALSE,seventeen,,dek sep,diecisiete,,,,,,"des, sabe",,,
des sisa,phrase,num,FALSE,sixteen,,dek ses,dieciséis,,,,,,"des, sisa",,,
des tiga,phrase,num,FALSE,thirteen,,dek tri,trece,,,,,,"des, tiga",,,
des un,phrase,num,FALSE,eleven,,dek unu,once,,,,,,"des, un",,,
descaregon,derived,n,FALSE,"tetradecagon, tetrakaidecagon, 14-gon",,"dekkvarangulo, dekkvarlatero",tetradecágono,,,,,,des + care + gon,,,
descareple,derived,t,FALSE,"quattuordecuple, fourteenfold",,dekkvarobla; dekkvaroble,catordécuple,,,,,,des + care + -ple,,,
descareyum,derived,t,FALSE,fourteenth,,dekkvara; dekkvare,décimo cuarto,,,,,,des + care + -yum,,,
desduagon,derived,n,FALSE,"dodecagon, 12-gon",,"dekduangulo, dekdulatero",dodecágono,,,,,,des + dua + gon,,,
desduaple,derived,t,FALSE,"duodecuple, twelvefold",,dekduobla; dekduoble,dodécuple,,,,,,des + dua + -ple,,,
desduayum,derived,t,FALSE,twelveth,,dekdua; dekdue,décimo segundo,,,,,,des + dua + -yum,,,
deslimagon,derived,n,FALSE,"pentadecagon, pentakaidecagon, 15-gon",,"dekkvinangulo, dekkvinlatero",pentadecágono,,,,,,des + lima + gon,,,
deslimaple,derived,t,FALSE,"quindecuple, fifteenfold",,dekkvinobla; dekkvinoble,quindécuple,,,,,,des + lima + -ple,,,
deslimayum,derived,t,FALSE,fifteenth,,dekkvina; dekkvine,décimo quinto,,,,,,des + lima + -yum,,,
desnuegon,derived,n,FALSE,"enneadecagon, enneakaidecagon, nonadecagon, 19-gon",,"deknaŭangulo, deknaŭlatero",eneadecágono,,,,,,des + nue + gon,,,
desnueple,derived,t,FALSE,"novemdecuple, nineteenfold",,deknaŭobla; deknaŭoble,novendécuple,,,,,,des + nue + -ple,,,
desnueyum,derived,t,FALSE,nineteenth,,deknaŭa; deknaŭe,décimo noveno,,,,,,des + nue + -yum,,,
desnyan,derived,n,FALSE,decade,,"jardeko, dekjaro",década,,,,,,des + nyan,,,
desocogon,derived,n,FALSE,"octadecagon, octakaidecagon, 18-gon",,"dekokangulo, dekoklatero",octadecágono,,,,,,des + oco + gon,,,
desocople,derived,t,FALSE,"octodecuple, eighteenfold",,dekokobla; dekokoble,octodécuple,,,,,,des + oco + -ple,,,
desocoyum,derived,t,FALSE,eighteenth,,dekoka; dekoke,décimo octavo,,,,,,des + oco + -yum,,,
desple,derived,t,FALSE,"decuple, tenfold",,dekobla; dekoble,décuple,,,,,,des + -ple,,,
dessabegon,derived,n,FALSE,"heptadecagon, 17-gon",,"deksepangulo, dekseplatero",heptadecágono,,,,,,des + sabe + gon,,,
dessabeple,derived,t,FALSE,"septendecuple, seventeenfold",,deksepobla; deksepoble,septendécuple,,,,,,des + sabe + -ple,,,
dessabeyum,derived,t,FALSE,seventeenth,,deksepa; deksepe,décimo séptimo,,,,,,des + sabe + -yum,,,
dessisagon,derived,n,FALSE,"hexadecagon, hexakaidecagon, 16-gon",,"deksesangulo, dekseslatero",hexadecágono,,,,,,des + sisa + gon,,,
dessisaple,derived,t,FALSE,"sexdecuple, sixteenfold",,deksesobla; deksesoble,sexdécuple,,,,,,des + sisa + -ple,,,
dessisayum,derived,t,FALSE,sixteenth,,deksesa; deksese,décimo sexto,,,,,,des + sisa + -yum,,,
destigagon,derived,n,FALSE,"tridecagon, triskaidecagon, 13-gon",,"dektriangulo, dektrilatero",tridecágono,,,,,,des + tiga + gon,,,
destigaple,derived,t,FALSE,"tredecuple, thirteenfold",,destriobla; destrioble,tredécuple,,,,,,des + tiga + -ple,,,
destigayum,derived,t,FALSE,thirteenth,,destria; destrie,décimo tercero,,,,,,des + tiga + -yum,,,
destrui,root,n/f.oro.a,TRUE,destruction; destroy,,detruo; detrui,destrucción; destruir,,,,,,"Englisa (destroy), Doycisa (destruieren), Fransesa (détruire), Espanisa (destruir)",,,
destruifil,derived,t,FALSE,"destructive, destructively",,detruema; detrueme,destructivo; destructivamente,,,,,,destrui + -fil,,,
desungon,derived,n,FALSE,"undecagon, hendecagon, endecagon, 11-gon",,"dekunuangulo, dekunulatero",endecágono,,,,,,des + un + gon,,,
desunple,derived,t,FALSE,"undecuple, hendecuple, elevenfold",,dekunobla; dekunoble,undécuple,,,,,,des + un + -ple,,,
desunyum,derived,t,FALSE,eleventh,,dekunua; dekunue,décimo primero,,,,,,des + un + -yum,,,
desyum,derived,t,FALSE,tenth,,deka; deke,décimo,,,,,,des + -yum,,,
detale,root,n/f.oj,TRUE,detail,,detalo,detalle,,,,,,"Englisa (detail), Fransesa (détail), Doycisa (Detail), Rusisa (деталь “detal”), Espanisa (detalle), Turkisa (detay), Pilipinasa (detalye)",,,
detalepul,derived,t,FALSE,"intricate, detailed",,detala; detale,"detallado, elaborado",,,,,,detale + -pul,,,
dexa,root,n,TRUE,country,,lando,país,,,,,,"Hindisa (देश “desh”), Telugusa (దేశం “dēśaṁ”), Indonesisa (desa), Banglasa (দেশ “desh”)",,,
dexabyen,derived,n,FALSE,border,,"landlimo, limo",frontera,,,,,,dexa + byen,,,
dexafil,derived,t,FALSE,patriotic,,patriota,patriótico,,,,,,dexa + -fil,,,
dexafilya,derived,n,FALSE,patriotism,,patriotismo,patriotismo,,,,,,dexafil + -ya,,,
dexafilyen,derived,n,FALSE,patriot,,patrioto,patriota,,,,,,dexafil + -yen,,,
dexakef,derived,n,FALSE,"head of state, prime minister",,"ŝtatestro, ĉefministro","primer ministro, jefe de estado",,,,,,dexa + -kef,,,
dexayen,derived,n,FALSE,citizen,,"ŝtatano, civitano",ciudadano,,,,,,dexa + -yen,,,
deya,derived,n/f.oj,FALSE,belong (to),,aparteno; aparteni (al),"pertenecer a, ser de",,,,,,de + -ya,,,
deylyu,root,n/f.oj,TRUE,convection; convect,,konvekto; konvekti,convección; moverse por convección,,,,,,"Putunhwa (对流 ""dweylyow""), Niponsa (対流 ""tayryu""), Vyetnamsa (đối lưu ""doylyu""), Hangusa (대류 ""deryu"")",,,
deysi,root,n,TRUE,"daisy, _Leucanthemum_",,"lekanto, leŭkanto, leŭkantemo","margarita, _Leucanthemum_",,,,,,"Englisa (daisy), Indonesisa (desi), Pilipinasa (daisy), Hangusa (데이지 ""deyji"")",,,
di,root,par,TRUE,(_optional) proper noun marker_,,(_nedeviga) markilo de propra nomo_,_marcador (opcional) de nombre proprio_,,,,,,"Am oko _den_ ji _hin_. Doycisa (die), Englisa (the)",,,
digita,root,n,TRUE,digit,,cifero,dígito,,,,,,"Englisa (digital), Fransesa (digital), Doycisa (digital), Espanisa (digital), Hindisa (डिजिटल “ḍijiṭal”), Turkisa (dijital), Indonesisa (digital), Parsisa (دیجیتال‎ “dijitâl”), Niponsa (デジタル “dejitaru”), Hangusa (디지털 “dijitol”)",,,
digitali,derived,t,FALSE,"digital, digitally",,cifera; cifere,digital,,,,,,digita + -li,,,
dildo,root,n,TRUE,dildo,,gadmeso,consolador (_juguete erótico_),,,,,,"Englisa (dildo), Espanisa, Fransesa, Doycisa, Turkisa, Indonesisa, Pilipinasa, Hindisa (डिल्डो “dildo”), Niponsa (ディルド “dirudo”), Hangusa (딜도 “dildo”)",,,
din,root,n,TRUE,day,,tago,día,,,,,,"Espanisa (día), Rusisa (день “dien”), Hindisa (दिन “din”), Karnatakasa (ದಿನ “dina”), Javanese (dina), Putunhwa  (天 “tiān”)",,,
dinamita,root,n,TRUE,dynamite,,dinamito,dinamita,,,,,,"Englisa (dynamite), Fransesa, Espanisa (dinamita), Pilipinasa, Rusisa (динамит “dinamit”), Doycisa (Dynamit), Indonesisa (dinamit), Turkisa, Arabisa (دِينَامِيت “dinamit”), Niponsa (ダイナマイト “daynamatyo”), Telugusa (డైనమైటు “danyamaytu”), Hangusa (다이너마이트 “daynomaytu”), Vyetnamsa (đinamit), Parsisa (دینامیت “dinamit”)",,,
dingya,root,n/f.oj,TRUE,"definition, determination; define, determine",,difino; difini,"definición, determinación; definir, determinar",,,,,,"Putunhwa (定义 “dìngyì”), Vyetnamsa (định nghĩa)",,,
dini,root,n,TRUE,religion,,religio,religión,,,,,,"Arabisa (دين “din”), Parsisa (دین “din”), Turkisa (din), Swahilisa (dini), Indonesisa (din), Hindisa (दीन “din”)",,,
dinidom,derived,n,FALSE,"church, temple",,"kirko, preĝejo, templo, sanktejo","iglesia, templo",,,,,,dini + -dom,,,
dinifil,derived,t,FALSE,"religious, religiously inclined ",,religiema; religieme,religioso (_inclinado a la religión_),,,,,,dini + -fil,,,
dinili,derived,t,FALSE,religious (_of or relating to religion_),,religia; religie,religioso (_relativo a la religión_),,,,,,dini + -li,,,
dinosor,root,n,TRUE,dinosaur,,dinosaŭro,"dinosaurio, _Dinosauria_",,,,,hewan,"Englisa (dinosaur), Espanisa (dinosaurio), Fransesa (dinosaure), Rusisa (динозавр “dinozavr”), Doycisa (Dinosaurier), Indonesisa (dinosaurus), Pilipinasa (dinosawriyo), Hindisa (डायनासोर “daynasor”), Arabisa (دِينَاصَوْر “dinasawr”), Turkisa (dinozor), Parsisa (دایناسور “daynasor”), Swahilisa (dinosauri)",,,
diplomasi,root,n,TRUE,diplomacy,,diplomatio,diplomacia,,,,,politi,"Doycisa (Diplomatie), Englisa (diplomacy), Espanisa (diplomacia), Fransesa (diplomatie), Rusisa (дипломатия “diplomatiya”), Indonesisa (diplomasi), Pilipinasa (diplomasya), Turkisa (diplomasi), Swahilisa (diplomasia), Parsisa (دیپلماسی “diplomâsi”)",,,
diplomasiyen,derived,n,FALSE,diplomat,,dipltomato,diplomático,,,,,,diplomasi + yen,,,
dis-,affix,lfik,TRUE,dis-,,dis-,dis- (_separación o dispersión_),,,,,,"Englisa (disperse), Fransesa (disperser), Rusisa (диспергировать “dispergirovat”), Espanisa (dispersar)",,,
disbage,derived,n/f.oj,FALSE,"division, partition; divide (up), share (out), portion (out)",,dispartigo; dispartigi,"división, partición; dividir, racionar",,vibaja,,,,dis- + bage,,,
disbija,derived,n/f.oj,FALSE,dissemination; disseminate,,dissemado; dissemi,"diseminación, diseminar",,,,,,dis- + bija,,,
discu,derived,n/f.nenoj,FALSE,"dispersion; disperse, spread, expand",,disiĝo; disiĝi,dispersión; dispersarse,,,,,,dis + -cu,,,
diseno,root,n/f.oj,TRUE,design,,dezajno; dezajni,diseño; diseñar,,,,,,"Englisa (design), Fransesa (dessin, dessein, design), Doycisa (Design), Rusisa (дизайн “dizayn”), Espanisa (diseño), Italisa (disegno), Hindisa (डिज़ाइन “dizayn”), Turkisa (desen, dizayn), Parsisa (دیزاین “dizayn”), Indonesisa (desain), Pilipinasa (disenyo)",,,
disenoyen,derived,n,FALSE,designer,,"dezajnisto, dezajnanto",diseñador,,,,,,diseno + -yen,,,
disgi,derived,n/f.oj,FALSE,"dispersion; disperse, spread, expand",,disigo; disigi,dispersión; dispersar,,,,,,dis + -gi,,,
disgibe,derived,n/f.oj,FALSE,distribute,,disdono; disdoni,distribución; distribuir,,,,,,dis- + gibe,,,
dishadya,derived,n/f.oro.a,FALSE,share,,disdonaco; disdonaci,compartir,,,,,,dis- + hadya,,,
disko,root,n,TRUE,"disc, disk",,disko,disco,,,,,,"Englisa (disc, disk), Espanisa (disco), Fransesa (disque), Rusisa (диск “disk”), Pilipinasa (disko), Hindisa (डिस्क “disk”), Niponsa (ディスク “disuku”), Telugusa (డిస్క్ “disk”), Turkisa (disk), Hangusa (디스크 “disuku”), Parsisa (دیسک “disk”), Swahilisa (diski)",,,
diskrimina,root,n/f.oro.a,TRUE,discrimination; discriminate (against),,"diskriminacio, diskrimino; diskriminacii, diskrimini",discriminación; discriminar,,,,,,"Englisa (discrimination), Fransesa (discrimination), Doycisa (Diskriminierung), Rusisa (дискриминация “diskriminatsiya”), Espanisa (disciminación), Indonesisa (diskriminasi), Pilipinasa (diskriminasyon)",,,
diskusi,root,n/f.oro.a,TRUE,discussion; discuss,,diskuto; diskuti,discusión; discutir,,,,,,"Englisa (discussion), Fransesa (discussion), Doycisa (Diskussion), Rusisa (дискуссия “diskussiya”), Espanisa (dicusión), Indonesisa (diskusi), Pilipinasa (diskusyon)",,,
disordenu,derived,n/f.oj,FALSE,"confusion, disorder; confuse, disorder, disarrange",,"malordo, konfuzo; konfuzi, malordigi, malaranĝi",desorden; desordenar,,,,,,dis- + ordenu,,,
disprosyum,root,n,TRUE,dysprosium,,disprozio,"disprosio, Dy",,,,,kimikali monlari,"Englisa (dysprosium), Putunhwa (鏑 “di”), Espanisa (disprosio), Arabisa (دِيسْبْرُوسْيُوم “disbrusyum”), Fransesa (dysprosium), Rusisa (диспрозий “disproziy”), Indonesisa (disprosium), Doycisa (Dysprosium), Niponsa (ジスプロシウム “jisupuroxiumu”), Telugusa (డిస్ప్రోసియం “disprosiyam”), Turkisa (disprosyum), Hangusa (디스프로슘 “disupurosyum”), Vyetnamsa (dysprosi), Parsisa (دیسپروزیم “disprozyom”), Swahilisa (disprosi), Pilipinasa (disprosyo)",,,
distrito,root,n,TRUE,district,,distrikto,distrito,,,,,,"Englisa (district), Espanisa (distrito), Fransesa (district), Rusisa (дистрикт ""distrikt""), Doycisa (Distrikt), Portugalsa (distrito), Italisa (distretto), Indonesisa (distrik), Pilipinasa (distrito), Hindisa (डिस्ट्रिक्ट ""distrikt""), Niponsa (ディストリクト ""disutorikuto""), Hangusa (디스트릭트 ""disuturigtu"")",,,
divar,root,n,TRUE,wall,,muro,"pared, muro",,,,,,"Hindisa (दीवार “divaar”), Parsisa (دیوار “divar”), Turkisa (duvar)",,,
Divehi,proper noun,n,TRUE,Maldives,,Maldivoj,Maldivas,,,,,dexa,Divehisa (ދިވެހިރާއްޖެ “Divehirājje”),,,
Divehisa,derived,n,FALSE,"Dhivehi, Divehi, Maldivian (language)",,la maldiva (lingvo); la diveha,"maldivo (_idioma_), divehi",,,,,basa,Divehi + -sa,,,
dixan,root,n,TRUE,floor,,planko,"piso, suelo",,,,,,Putunhwa (地上 “dìshàng”),,,
doduku,root,n,TRUE,morality,,moraleco,moralidad,,,,,,"Putunhwa (道德 “dàodé”), Niponsa (道徳 “dōtoku”), Hangusa (도덕 “dodeog”), Vyetnamsa (đạo đức) ",,,
dodukukal,derived,t,FALSE,immoral,,malbonmora; malbonmore,inmoral,,,,,,doduku + -kal,,,
dodukuli,derived,t,FALSE,moral (_of or relating to morality_),,morala (_pri aŭ rilata al moralo_); morale,moral (_relacionado con la moralidad_),,,,,,doduku + -li,,,
dodukupul ,derived,t,FALSE,moral ,,morala (_konforma kun bonaj moroj_); morale,moral,,,,,,doduku + -pul,,,
Dogra,proper noun,t,TRUE,Dogra (_ethnolinguistic group in India and Pakistan_),,dogra,dogra (_grupo etnolingüístico en India y Pakistán_),,,,,,Dograsa (डोगरा “dogra”),,,
Dograsa,derived,n,FALSE,Dogri (language),,la dogra (lingvo),dogri (_idioma_),,,,,basa,Dogra + -sa,,,
Dograyen,derived,n,FALSE,Dogra (person),,dogro,dogra (_persona_),,,,,,Dogra + -yen,,,
doku,root,n,TRUE,"document, file",,"dokumento, dosiero",documento,,,,,,"Englisa (document), Fransesa (document), Doycisa (Dokument), Rusisa (документ “dokument”), Espanisa (documento), Turkisa (doküman), Pilipinasa (dokumento), Indonesisa (dokument), Niponsa (ドキュメント “dokyumento”), Hangusa (도큐먼트 “dokyumontu”)",,,
dokujem,root,n/f.oj,TRUE,monopoly; monopolize,,monopolo; monopoligi,monopolio,,,,,,"Putunhwa (独占 ""dujan""), Niponsa (独占 ""dokusen""), Vyetnamsa (độc chiếm), Hangusa (독점 ""dokjom"")",,,
dokukaxa,derived,n,FALSE,briefcase,,dokumentujo,"maletín, portafolio",,,,,,doku + -kaxa,,,
dokya,root,n/f.oro.a,TRUE,"poison, venom",,veneno; veneni,veneno; envenenar,,,,,,"Putunhwa (毒药 “dúyào”), Niponsa (毒薬 “dokuyaku”), Hangusa (독약 “dog-yag”), Vyetnamsa (độc)",,,
dokyapul,derived,t,FALSE,"poisonous, toxic",,venena; venene,"venenoso, tóxico",,,,,,dokya + -pul,,,
dolar,root,n,TRUE,dollar,,dolaro,"dólar, $",,,,,,"Englisa (dollar), Hindisa (डॉलर “dolar”, डौलर “daular”, डालर “dalar”), Espanisa (dólar), Arabisa (دُولَار‎ “dular”), Fransesa (dollar), Rusisa (доллар “dollar”), Indonesisa (dolar), Doycisa (Dollar), Niponsa (ドル “doru”), Turkisa (dolar), Hangusa (러 “dallo”), Vyetnamsa (đô la), Parsisa (دلار‎ “dolâr”), Swahilisa (dola), Pilipinasa (dolyar)",,,
dolfin,root,n,TRUE,dolphin,,delfeno,"delfín, _Odontoceti_",,,,,hewan,"Englisa (dolphin), Fransesa (dauphin), Doycisa (Delfin), Rusisa (дельфин “delʹfin”), Espanisa (delfín), Hindisa (डॉल्फ़िन “ḍŏlfin”), Telugusa (డాల్ఫిన్ “ḍālphin”), Arabisa (دلفين “dulfīn”), Parsisa (دلفین “dolfin”), Turkisa (delfin)",,,
dolo,root,n,TRUE,"street, road",,"strato, vojo","calle, camino",,,,,,"Putunhwa (道路 “dàolù”), Hangusa (도로 “dolo”), Niponsa (道路 “dōro”)",,,
dom,root,n,TRUE,place,,"ejo, loko",lugar,,,,,,"Englisa (domain), Rusisa (дом “dom”)",,,
domaku,root,n,TRUE,artery,,arterio,arteria,,,,,jismulogi,"Putunhwa (动脉 “dongmay”), Niponsa (動脈 “domyaku”), Hangusa (동맥 “dongmek”), Vyetnamsa (động mạch), Hindisa (धमनी “damni”), Telugusa (ధమని “damani”)",,,
domeni,root,n,TRUE,"domain, field (_of study, knowledge_)",,"domanio, domajno, fako, kampo (_de studo_)","dominio, ámbito, campo (_de estudio/conocimiento_), esfera",,,,,,"Englisa (domain), Espanisa (dominio), Fransesa (domaine), Espanisa (домен “domen”), Doycisa (domäne), Pilipinasa (dominyo), Niponsa (ドメイン “domein”), Parsisa (دامنه “dâmane”), Swahilisa (domeni)",,,
Dominika,proper noun,n,TRUE,Dominica,,Dominiko,Dominica,,,,,dexa,Englisa (Dominica),,,
Dominikana,proper noun,n,TRUE,Dominican Republic,,"Dominika Respubliko, Domingo",República Dominicana,,,,,dexa,Espanisa (Dominicana),,,
donatu,root,n,TRUE,"doughnut, donut",,benjeto,"rosquilla, dónut, dona",,,,,yamxey,"Englisa (doughnut), Fransesa (donut), Doycisa (Donut), Espanisa (dona, dónut), Indonesisa (donat), Pilipinasa (donat), Niponsa (ドーナツ “dōnatsu”), Hangusa (도넛 “doneot”), Vyetnamsa (doughnut, donut), Hindisa (डोनट “ḍonaṭ”), Telugusa (డోనట్ “ḍōnaṭ”), Arabisa (دونات “dūnāt”), Swahilisa (donut), Parsisa (دونات “donât”), Turkisa (donut)",,,
dongu,root,n,TRUE,east,,oriento,"este, oriente",,,,,,"Putunhwa (东 “dōng”), Vyetnamsa (đông), Hangusa (동 “dong”), Turkish (doğu)",,,
donguli,derived,t,FALSE,eastern,,orienta; oriente,"del este, oriental",,,,,,dongu + -li,,,
Dongutimor,derived,n,FALSE,"East Timor, Timor-Leste",,Orienta Timoro,Timor Oriental,,,,,dexa,"Tetum (Timór-Leste), Portugalsa (Timor-Leste)",,,
dongwi,root,n/f.oro.a,TRUE,"agreement, accord, deal, consent; agree (_to a suggestion, etc._), consent",,akordo; akordi,acuerdo; estar de acuerdo,,,,,,"Putunhwa  (同意 “tóngyì”), Hangusa (동의 “dong-ui”), Vyetnamsa (đồng ý)",,,
dongwigi,derived,n/f.oj,FALSE,"convince, persuade",,"konvinkado, persvado; konvinki, persvadi","convencer, persuadir",,,,,,dongwi + -gi,,,
donji,root,n,TRUE,pupil (_anatomy_),,pupilo,pupila,,,,,jismulogi,"Putunhwa (瞳子 ""tongdzi""), Vyetnamsa (đồng tử), Hangusa (동자 ""dongja"")",,,
donmen,root,n/f.oro.b,TRUE,alliance; ally (_become allied with_),,"alianco; alianciĝi, aliancigi","alianza; aliar, aliarse",,,,,,"Putunhwa (同盟 “tongmeng”), Niponsa (同盟 “domei”), Hangusa (동맹 “dongmeng”), Vyetnamsa (đồng minh)",,,
donmenyen,derived,n,FALSE,ally,,aliancano,aliado,,,,,,donmen + -yen,,,
dopamin,root,n,TRUE,dopamine,,dopamino,dopamina,,,,,medis,"Englisa (dopamine), Fransesa, Espanisa (dopamina), Portugalsa, Italisa, Rusisa (дофамин “dofamin”), Doycisa (Dopamin), Indonesisa, Turkisa, Putunhwa (多巴胺 “duōbā'àn”), Niponsa (ドーパミン “dōpamin”), Hangusa (도파민 “dopamin”), Parsisa (دوپامین‎), Swahilisa (dopamini), Pilipinasa (dopamino)",,,
